appid,genre
2004220,Simulation
2004220,Strategy
2004220,Early Access
2787740,Action
2787740,Indie
1908260,Casual
1908260,Indie
1670690,Action
1670690,Adventure
1670690,Indie
1670690,Early Access
2531760,Casual
2531760,RPG
2125950,Action
2125950,Adventure
2125950,Indie
2125950,Strategy
2745370,Action
2745370,Adventure
2745370,Casual
2745370,Indie
2745370,Strategy
2745370,Early Access
2291660,Casual
2291660,Indie
2291660,Simulation
2004200,Casual
2004200,Indie
2004200,Racing
1908250,Adventure
1908250,Casual
1908250,Indie
1908250,RPG
1814250,Action
1814250,Adventure
1814250,Casual
2125930,Action
2125930,Indie
2745340,Casual
4174900,Strategy
4174900,Free To Play
2787720,Casual
2787720,Indie
2787720,Racing
2291530,Casual
2291530,Indie
2004180,Casual
2004180,Indie
1908240,Adventure
1908240,Free To Play
1908240,Indie
1258920,Adventure
1258920,Indie
1258920,Early Access
2125920,Action
2125920,Indie
2531560,Casual
2531560,Indie
2531560,Strategy
2531560,Early Access
2787710,Adventure
2787710,Casual
2787710,Indie
2745330,Action
2745330,Adventure
2745330,Indie
2745330,Early Access
2004090,Casual
2004090,Indie
1662480,Action
1662480,Adventure
1662480,Indie
2125900,Casual
2531550,Action
2531550,Indie
2787700,Action
2787700,Adventure
2787700,Indie
2745320,Action
2745320,Casual
2745320,RPG
2291490,Action
2291490,Indie
2291490,Racing
2291490,RPG
2291490,Simulation
2004080,Casual
2004080,Indie
2004080,Simulation
2004080,Early Access
1908220,Adventure
1908220,Casual
1662450,Casual
1751480,Adventure
2125880,Action
2125880,Adventure
2125880,Casual
2125880,Indie
2531540,Indie
2745260,Action
2745260,Adventure
2787680,Action
2787680,Adventure
2787680,Indie
2291390,Casual
2291390,Indie
2291390,Simulation
2291390,Strategy
2004060,Action
2004060,Sports
1908200,Action
1908200,Casual
1908200,Indie
1848080,Action
1848080,Indie
2531530,Casual
2531530,Indie
2531530,Simulation
2745250,Action
2745250,Adventure
2745250,Indie
2745250,Strategy
3882910,Casual
3882910,Free To Play
2291340,Adventure
2291340,Indie
2291340,Simulation
2291340,Early Access
2003990,Action
2003990,Casual
2003990,Indie
2003990,Sports
1662350,Simulation
1662350,Strategy
1908190,Action
1908190,Casual
1908190,Indie
1908190,RPG
1908190,Early Access
1814240,Adventure
1814240,Casual
1814240,Indie
1526230,Simulation
2130680,Indie
2130680,RPG
1258900,Casual
1258900,Indie
1258900,Simulation
1258900,Strategy
2531460,Action
2531460,Racing
2703590,Adventure
2703590,Indie
2703590,Simulation
2703590,Strategy
2291250,Strategy
2003970,Action
1908180,Casual
1908180,Indie
1662340,Adventure
1662340,Casual
1662340,Indie
1662340,RPG
1460040,Adventure
1460040,Casual
1460040,Indie
1460040,RPG
1460040,Simulation
1404330,Casual
1404330,Indie
1404330,Simulation
1404330,Early Access
1602900,Action
1602900,Casual
1602900,Free To Play
1602900,Indie
2703550,Adventure
2703550,Casual
2703550,Indie
2531440,Action
2531440,Adventure
2531440,Indie
2787630,Indie
2787630,RPG
1908150,Adventure
1908150,RPG
2003880,Action
2003880,Adventure
2003880,Indie
2125810,Casual
2125810,Strategy
2787610,Action
2787610,Adventure
2787610,Indie
2291190,Casual
2291190,Strategy
2003870,Action
2003870,Casual
2003870,Indie
2003870,Simulation
1908140,Adventure
1908140,Free To Play
1908140,Indie
1908140,Strategy
1662270,Action
1662270,Indie
1662270,Massively Multiplayer
1460000,Racing
1848070,Adventure
1848070,Indie
1848070,RPG
2531410,Adventure
2531410,Indie
2531410,Free To Play
2125800,Adventure
2125800,Casual
2125800,Free To Play
2125800,Indie
2703450,Adventure
2703450,Indie
2703450,Simulation
3622570,Casual
3622570,Simulation
3622570,Early Access
2787590,Action
2787590,Adventure
2787590,Indie
2787590,Free To Play
2003840,Adventure
2003840,Indie
2003840,Early Access
2291160,Action
2291160,Adventure
2291160,Simulation
1662260,Action
1662260,Indie
2703400,Casual
1814230,Casual
1814230,Indie
1814230,Simulation
2531370,Adventure
2531370,Indie
2531370,Simulation
2125770,Action
2787580,Casual
2787580,Indie
3622510,Action
3622510,Adventure
3622510,Casual
3622510,Indie
3622510,Free To Play
1908080,Adventure
1908080,Casual
1908080,Indie
1662220,Action
1662220,Adventure
1662220,Casual
1662220,Free To Play
1662220,Indie
1662220,RPG
2531360,Casual
2531360,Indie
2787370,Indie
2787370,Strategy
2291130,Adventure
2291130,Indie
1907990,Simulation
1907990,Early Access
1662210,Indie
1662210,Simulation
1662210,Strategy
1662210,Early Access
1459960,Action
1459960,Indie
1404300,Casual
1404300,Indie
1404300,Simulation
1602880,Action
1602880,Adventure
1602880,Casual
1602880,Indie
1602880,RPG
2703370,Adventure
2703370,Casual
2703370,Indie
2703370,Strategy
2531340,Action
2531340,Indie
2125720,Action
2125720,Indie
2125720,Racing
2125720,Sports
2291120,Action
2291120,Adventure
2291120,Indie
3622490,Indie
2003760,Casual
2003760,Free To Play
2003760,Indie
1907980,Casual
1907980,Free To Play
1907980,Indie
1321890,Action
1321890,Indie
2125600,Action
2125600,Indie
2125600,Simulation
2703350,Action
2703350,Adventure
2703350,Casual
2703350,Indie
2703350,Strategy
3622480,Action
3622480,Early Access
2787350,Casual
2787350,Indie
2787350,Simulation
2787350,Strategy
2787350,Free To Play
2291060,Action
2003750,Action
2003750,Free To Play
2003750,Indie
2003750,RPG
2003750,Strategy
1466450,Casual
2125580,Action
2125580,Casual
2125580,Strategy
2125580,Early Access
1847990,Action
1847990,Adventure
1847990,Casual
1847990,Simulation
2531310,Action
2531310,Adventure
3622450,Adventure
3622450,Casual
3622450,Indie
3622450,RPG
3622450,Free To Play
2703340,Action
2703340,Casual
2703340,Simulation
2703340,Strategy
2291020,Adventure
2003740,Casual
1907900,Action
1907900,Adventure
1907900,RPG
1662140,Casual
1662140,Indie
1662140,Simulation
1662140,Strategy
1662140,Early Access
1459890,Adventure
1459890,Indie
1459890,Early Access
2125540,Casual
2125540,Indie
2125540,Simulation
2125540,Strategy
2531300,Adventure
3622420,Action
3622420,Adventure
3622420,Indie
3622420,Free To Play
2787320,Action
2787320,Adventure
2531230,Indie
2531230,Simulation
2531230,Free To Play
2703300,Adventure
2703300,Indie
2703300,RPG
1907810,Casual
1907810,Indie
1662080,Action
1662080,Casual
1662080,Indie
2531210,Action
2531210,Adventure
2531210,Indie
2531210,Early Access
2703290,Action
2703290,Adventure
2703290,Indie
2290890,Indie
2290890,Simulation
2290890,Strategy
2003660,Action
2003660,Indie
1907800,Casual
1907800,Indie
1466400,Action
1466400,Adventure
1466400,Indie
1670530,Action
1670530,Adventure
1670530,Indie
1670530,RPG
2125460,Action
2125460,Adventure
2125460,Casual
2125460,Indie
2531170,Adventure
2531170,Indie
2531170,RPG
3622310,Casual
3622310,Indie
2003640,Action
2003640,Adventure
2003640,Indie
2003640,Massively Multiplayer
2003640,RPG
2003640,Free To Play
2003640,Early Access
1907790,Action
1907790,Casual
1907790,Racing
1459760,Action
1459760,Adventure
1459760,Indie
1459760,Racing
1814200,Action
1814200,Adventure
1814200,Indie
1814200,RPG
1814200,Simulation
2125430,Action
2125430,Racing
2531160,Casual
3622290,Adventure
3622290,Casual
3622290,Indie
3622290,Simulation
2003620,Casual
2003620,Indie
1907720,Casual
1907720,Indie
1907720,Simulation
1907720,Strategy
1344530,Casual
1344530,Simulation
1548280,Indie
1548280,Strategy
2130590,Action
2130590,Casual
2130590,Indie
2130590,Sports
2130590,Free To Play
2125420,Indie
2125420,RPG
2787050,Adventure
2787050,Free To Play
2290860,Action
2290860,Adventure
2290860,Indie
2003600,Adventure
1907660,Adventure
1907660,RPG
1907660,Early Access
1662010,Action
1662010,Indie
1662010,Early Access
2541210,RPG
2541210,Simulation
2541210,Strategy
2531060,Action
2531060,Adventure
2531060,Casual
2531060,Indie
2531060,Strategy
3622260,Adventure
3622260,Casual
2290850,Indie
2003590,Adventure
1907640,Adventure
1907640,Casual
1907640,Racing
1662000,Adventure
1662000,Casual
1662000,Indie
1602810,Adventure
1602810,Indie
1602810,Simulation
1602810,Strategy
1602810,Early Access
2125400,Action
2125400,Indie
2531050,Casual
3622250,Action
3622250,Indie
3622250,Strategy
3622250,Free To Play
2290770,Adventure
2290770,Indie
2003560,Adventure
2003560,Casual
2003560,Indie
2003560,Simulation
2003560,Strategy
1907630,Adventure
1907630,Indie
1907630,RPG
1661950,Action
1661950,Indie
1466390,Adventure
1466390,Indie
2125370,Casual
2125370,Indie
2531040,Adventure
2531040,Indie
2531040,Sports
2786990,Action
2786990,Free To Play
2290760,Adventure
2290760,Indie
2290760,Simulation
2290760,Strategy
2003550,Adventure
1907620,Action
1907620,Adventure
1907620,Casual
1907620,Indie
1847970,Action
1847970,Adventure
1847970,Indie
1847970,Free To Play
1661940,Casual
1661940,Indie
1285270,Action
1285270,Indie
1814170,Adventure
1814170,Indie
2125360,Action
2125360,Adventure
2125360,Indie
2531010,Action
2531010,Adventure
2531010,Indie
2786980,Adventure
2786980,Indie
2003510,Massively Multiplayer
2003510,RPG
2003510,Free To Play
1907590,Action
1907590,Adventure
1907590,Indie
1907590,Early Access
1661930,Casual
1661930,Indie
1459660,Action
1459660,Sports
2130550,Action
2130550,Adventure
2130550,Indie
1258800,Action
1258800,Indie
1258800,Early Access
2125350,Simulation
2125350,Early Access
3622180,Casual
3622180,Indie
3622180,Simulation
2786960,Action
2786960,Adventure
2786960,Casual
2786960,Indie
2786960,Sports
2003490,Adventure
2003490,Casual
2003490,Indie
1907570,Casual
1907570,Indie
1661920,Action
1661920,Indie
2125340,Action
2125340,Casual
2125340,Free To Play
2125340,Indie
2530990,Casual
2530990,Indie
2290650,Adventure
2290650,Casual
2290650,Indie
1907520,Adventure
1907520,Early Access
1602770,Casual
1602770,Indie
1321680,Adventure
1321680,Indie
1321680,Strategy
2125320,Action
2125320,Adventure
2125320,Indie
2125320,Racing
2530980,Action
2530980,RPG
3622090,Adventure
3622090,Casual
3622090,Indie
2290610,Action
2290610,Racing
1907440,Action
1907440,Adventure
1907440,Indie
1907440,Simulation
1661900,Action
1661900,Adventure
1661900,Casual
1661900,Indie
1661900,RPG
1661900,Simulation
1548270,Casual
1548270,Indie
1670310,Adventure
1670310,Strategy
2125300,Adventure
2125300,Indie
2125300,RPG
2125300,Strategy
2530970,Action
2530970,Adventure
2530970,Casual
2530970,Indie
2530970,Early Access
2703180,Action
2703180,Adventure
2703180,Casual
2703180,Indie
2703180,Early Access
2290600,Strategy
2003420,Casual
2003420,Indie
1907420,Casual
1907420,Indie
1847920,Action
1847920,Casual
1847920,Indie
1661880,Action
1661880,Adventure
1661880,Indie
1814160,Action
1814160,Casual
1814160,Indie
2125270,Action
2125270,Adventure
2125270,Indie
2530950,Action
2530950,Adventure
2530950,Casual
2530950,Indie
2530950,Simulation
2703170,Action
2703170,Casual
2703170,Indie
2703170,Early Access
2786870,Casual
2290550,Action
2290550,Casual
2290550,Free To Play
1907400,Action
1907400,Adventure
1907400,Indie
1907400,Racing
1907400,Simulation
1661840,Action
1661840,Adventure
1661840,Indie
1526160,Casual
1526160,Strategy
2130540,Adventure
2130540,Casual
2130540,RPG
2130540,Simulation
1258790,Adventure
1258790,Indie
2125250,Action
2703150,Casual
2703150,Indie
2703150,RPG
2530940,Action
2530940,Adventure
2530940,Indie
2530940,Early Access
2786840,Adventure
2786840,Casual
2786840,Indie
2786840,Free To Play
2290530,Action
2290530,Casual
2290530,Strategy
2290530,Free To Play
2003370,Casual
2003370,Indie
2003370,Simulation
2003370,Strategy
1907380,Action
1907380,Adventure
1907380,Indie
1907380,RPG
1459570,Action
1459570,Indie
1661810,Adventure
1661810,Casual
1661810,Indie
1661810,Strategy
2125230,Adventure
2125230,Casual
2125230,Indie
2530930,Adventure
2530930,Indie
2530930,Early Access
2786830,Action
2786830,Adventure
2786830,Indie
3621930,Action
3621930,Adventure
3621930,Casual
3621930,Early Access
2290520,Action
2290520,Casual
2290520,Indie
2290520,Strategy
2290520,Free To Play
2290520,Early Access
2003350,Action
2003350,Adventure
2003350,Casual
2003350,Simulation
1907350,Casual
1907350,Indie
1907350,Simulation
1907350,Sports
1661800,Action
1661800,Adventure
1661800,Casual
1661800,Free To Play
1661800,Simulation
2703130,Action
2703130,Casual
2703130,Indie
2530920,Action
2530920,Adventure
2530920,Indie
2125190,Casual
2125190,Indie
2125190,Sports
2290500,Action
2290500,Casual
2290500,Indie
2290500,Free To Play
2290500,Early Access
2786820,Strategy
1907290,Casual
1907290,Simulation
1907290,Strategy
1907290,Early Access
1661760,Casual
1548240,Adventure
1548240,Indie
1548240,Massively Multiplayer
1548240,RPG
1548240,Early Access
1466350,Adventure
1466350,Indie
1670250,Casual
1814150,Action
1814150,Indie
1814150,Racing
1814150,Sports
1344440,Action
1344440,Indie
2125140,Simulation
2125140,Strategy
2530860,Action
2530860,Adventure
2530860,Casual
2530860,Indie
2703060,Adventure
2703060,Indie
2703060,Massively Multiplayer
2703060,RPG
3621840,Casual
3621840,Simulation
2290450,Adventure
2290450,Indie
2290450,Strategy
2003270,Action
2003270,Casual
2003270,Indie
2003270,Simulation
2003270,Sports
1907180,Casual
1907180,RPG
1661690,Casual
1661690,Indie
1459510,Action
1459510,Adventure
1459510,Indie
2703000,Casual
2003240,Action
2003240,Indie
1661640,Action
1661640,Adventure
1661640,Casual
1661640,Indie
1907170,Adventure
1907170,Free To Play
1907170,Indie
2125100,Casual
2125100,Indie
2125100,Simulation
2530810,Adventure
2530810,Indie
2702970,Action
2702970,Indie
3621700,Adventure
3621700,Casual
3621700,Indie
3621700,Simulation
2290360,Action
2290360,Adventure
2290360,Casual
2003220,Adventure
2003220,Casual
2003220,Indie
1907150,Adventure
1907150,Casual
1907150,Strategy
1661630,Action
1661630,Casual
1548190,Indie
1548190,Strategy
1258780,Casual
1258780,RPG
1258780,Strategy
1258780,Free To Play
1670240,Strategy
2125090,Action
2125090,Adventure
2702960,Action
2702960,Adventure
2702960,Indie
2702960,RPG
2530730,Casual
2530730,Indie
2786700,Casual
2786700,Indie
2290320,Action
2290320,Adventure
2290320,Indie
1907140,Adventure
1907140,Indie
1907140,RPG
1907140,Strategy
1847870,Casual
1847870,Indie
2125070,Action
2125070,Adventure
2125070,Indie
2125070,RPG
2125070,Strategy
2702940,Action
2702940,Adventure
2702940,Casual
2702940,Indie
2530710,Action
2530710,Casual
2530710,Indie
2786680,Adventure
2786680,Indie
2786680,RPG
2786680,Simulation
2786680,Strategy
3621680,Action
3621680,Casual
3621680,Indie
3621680,RPG
2290310,Action
2290310,Adventure
2290310,Indie
2003150,Action
2003150,Adventure
2003150,Casual
2003150,Indie
2003150,RPG
2003150,Simulation
1907070,Casual
1907070,Indie
1907070,Simulation
1661600,Action
1661600,Adventure
1661600,Indie
1661600,RPG
1344430,Action
1344430,Adventure
1344430,Indie
1344430,RPG
2125050,Casual
2125050,Indie
2530690,Action
2530690,Adventure
2530690,Indie
2530690,RPG
2702920,Casual
2702920,Indie
2702920,Early Access
2786660,Action
2786660,Adventure
2786660,Casual
3621660,Casual
3621660,Strategy
2290300,Adventure
2290300,Indie
2290300,RPG
1907060,RPG
1907060,Simulation
1907060,Strategy
1907060,Free To Play
1661580,Action
1661580,Adventure
1661580,Indie
1661580,RPG
1584860,Adventure
1584860,Casual
1584860,Indie
2745230,RPG
2530680,Free To Play
2530680,Massively Multiplayer
2530680,RPG
4174660,Action
4174660,Adventure
4174660,Indie
4174660,Early Access
3325000,Action
3325000,Casual
3325000,Indie
3114090,Action
3114090,Adventure
3114090,Casual
3114090,Indie
2124930,Action
2124930,Racing
2124930,Free To Play
1548180,Action
1548180,Adventure
1548180,Indie
1548180,Strategy
1548180,Early Access
2530670,Action
2530670,Indie
2530670,Simulation
2530670,Free To Play
3882860,Action
3882860,Adventure
3882860,Indie
3882860,Simulation
3324980,Action
3324980,Adventure
1670210,Action
1670210,Casual
1670210,Strategy
1466300,Action
1466300,Casual
1466300,Indie
1466300,Sports
1466300,Strategy
1466300,Early Access
1847860,Casual
2745140,Adventure
2745140,Indie
3324930,Adventure
3324930,Indie
3114070,Action
3114070,Adventure
3114070,Casual
3114070,Indie
3114070,Massively Multiplayer
3114070,RPG
3114070,Simulation
3114070,Early Access
2124900,Adventure
2124900,Indie
2124900,RPG
2124900,Strategy
1814110,Casual
1814110,Indie
1814110,Strategy
1526020,Action
1526020,Indie
2124870,Adventure
2124870,Casual
2124870,Indie
2124870,Simulation
2702810,Casual
2702810,Racing
2870350,Action
2870350,Adventure
2870350,Indie
3324900,Action
3324900,Indie
3324900,Racing
3324900,Simulation
2124810,Indie
2530570,Adventure
2530570,Casual
2530570,Indie
2530570,RPG
2745110,Action
2745110,RPG
2870340,Strategy
4174530,Adventure
4174530,Casual
4174530,Indie
3882740,Indie
3882740,Simulation
3882740,Early Access
3621490,Action
3621490,Adventure
3621490,Casual
3621490,Indie
3621490,Early Access
3114010,Action
3114010,Indie
3324820,Adventure
3324820,Casual
3324820,Indie
2541160,Adventure
2124800,Indie
2530560,Action
2702780,Action
2702780,Indie
2702780,Early Access
2870330,Casual
2870330,Indie
2870330,Simulation
2745090,Casual
2745090,Indie
2745090,Strategy
2745090,Free To Play
3882730,Indie
3882730,RPG
3882730,Simulation
3882730,Free To Play
3324810,RPG
3113990,Indie
3113990,RPG
2124790,Adventure
2124790,Indie
2124790,RPG
1548130,Adventure
1548130,Indie
1548130,Simulation
1548130,Strategy
1548130,Early Access
2702760,Action
2702760,Adventure
2702760,Indie
2745080,Casual
2745080,Simulation
2745080,Strategy
3113980,Action
1670200,Adventure
1670200,Strategy
1285230,Indie
1285230,Racing
1285230,Simulation
1285230,Sports
2124780,Indie
2530540,Action
2530540,Casual
2530540,Indie
3621440,Adventure
3621440,Casual
3621440,Indie
3621440,Sports
3113950,Action
3113950,Casual
3113950,Indie
3113950,Early Access
1602700,Adventure
1602700,Casual
1602700,Indie
1814100,Casual
1814100,Indie
1814100,Strategy
2124770,Casual
2124770,Indie
2124770,Simulation
2702700,Action
2702700,Adventure
2702700,Indie
2702700,Early Access
2870280,Action
2870280,Adventure
2870280,Indie
2870280,Free To Play
3882670,Action
3882670,Adventure
3882670,Indie
3882670,RPG
3882670,Early Access
3621410,Action
2124760,Action
2124760,Indie
2530500,Casual
2530500,Indie
2530500,Simulation
2530500,Free To Play
2702680,Adventure
2745040,Simulation
2745040,Strategy
3621400,Adventure
3621400,Casual
3621400,Indie
3621400,Sports
2124740,Casual
2124740,Simulation
1321450,Action
1321450,Adventure
1321450,Indie
1321450,Simulation
2530490,Indie
2530490,RPG
2530490,Strategy
2702660,Indie
2870220,Strategy
2745030,Casual
2745030,Indie
2745030,Strategy
3113890,Action
3113890,Indie
3882580,RPG
3324630,Adventure
3324630,RPG
3324630,Strategy
1548110,Indie
3882560,Indie
3882560,RPG
1814090,Strategy
1814090,Early Access
1525990,Casual
1525990,Indie
1525990,Sports
2124660,Adventure
2124660,Casual
2124660,Indie
2124660,Simulation
2124660,Sports
2702590,Adventure
2702590,Casual
2702590,Indie
2870170,Action
2870170,Adventure
2870170,Indie
3621320,Action
3621320,Casual
3621320,Indie
2124650,Adventure
2124650,Casual
2124650,Indie
2124650,Simulation
2124650,Strategy
2530430,Action
2530430,Adventure
2530430,Indie
2530430,RPG
2702580,Action
2744920,Action
2744920,Adventure
2744920,Indie
2744920,RPG
3621290,Action
3621290,Adventure
3621290,Strategy
3621290,Free To Play
3324570,Casual
3324570,Indie
3324570,Simulation
3324570,Strategy
3113780,Adventure
3113780,Casual
1404090,Casual
1404090,Strategy
2124640,Action
2124640,Indie
2530420,Adventure
2530420,Indie
2530420,RPG
2702570,Strategy
2870150,Casual
2870150,Indie
2870150,Strategy
2744900,Casual
2744900,Free To Play
3882470,Action
3882470,Adventure
3882470,Casual
3882470,Indie
3882470,Racing
3882470,RPG
3882470,Strategy
3113750,Action
3113750,Casual
3113750,Simulation
3621260,Adventure
3621260,Casual
3621260,Indie
3621260,Sports
3324560,Action
3324560,Casual
3324560,Indie
1548090,Action
1548090,Indie
2124570,Action
2124570,Free To Play
2124570,RPG
2530310,Action
2530310,Casual
2530310,Indie
2530310,RPG
2702490,Action
2702490,Casual
2744890,Casual
2744890,Strategy
4174060,Action
4174060,Adventure
4174060,Casual
4174060,Indie
3882460,Casual
3882460,Indie
1670120,Casual
1670120,Indie
1670120,Early Access
3113740,Casual
3113740,Simulation
1847830,Action
1847830,Casual
1847830,Indie
2124560,Action
2124560,Adventure
2124560,Casual
2124560,Indie
2702470,Action
2702470,Adventure
2702470,Casual
2702470,Indie
2702470,Early Access
2744880,Adventure
2744880,Casual
2744880,Indie
3621210,Casual
3621210,Indie
3621210,Simulation
3621210,Strategy
3621210,Early Access
3324530,Action
3324530,Casual
3113730,Action
3113730,Casual
3113730,Indie
1602600,Indie
1602600,RPG
1814060,Action
1814060,Adventure
1814060,Indie
1321440,Indie
1321440,RPG
2744840,Action
2744840,Casual
2744840,Indie
2744840,Early Access
2870110,Indie
2870110,Simulation
2870110,Sports
2870110,Strategy
3882440,Action
3113710,Adventure
3113710,RPG
1344210,Early Access
2124490,Action
2124490,Adventure
2530260,Casual
2530260,Indie
2530260,Strategy
2702430,Action
2702430,Adventure
2744730,Action
2744730,Casual
2744730,Indie
3621190,Indie
3621190,RPG
3324480,Casual
3324480,Indie
1404080,Action
1404080,Adventure
1404080,Indie
2124480,Action
2124480,Adventure
2124480,Indie
2702390,Adventure
2702390,Casual
2870070,Adventure
2870070,Casual
2870070,Indie
3113680,Action
3113680,Adventure
3113680,Casual
3113680,Indie
4173940,Casual
4173940,Indie
3621170,Adventure
3621170,Indie
3621170,RPG
1548060,Casual
1548060,Indie
1548060,Strategy
2124460,Casual
2124460,Indie
2530240,Adventure
2530240,Indie
2870030,Adventure
2870030,Indie
2870030,RPG
4173860,Action
4173860,Racing
4173860,Sports
3621150,Action
3621150,Casual
3621150,Indie
3621150,Racing
3621150,Free To Play
3621150,Early Access
3324440,Adventure
3324440,RPG
3324440,Simulation
1466230,Adventure
1466230,Indie
1847820,Casual
1847820,Indie
2744670,Casual
2744670,Indie
2744670,RPG
2744670,Simulation
4173840,Action
4173840,Adventure
4173840,Casual
4173840,Early Access
3324420,Action
3324420,Indie
3113650,Action
3113650,Racing
2870010,Adventure
2870010,Indie
2870010,Simulation
2124440,Simulation
1602590,Indie
1814050,Action
1814050,Adventure
1814050,Indie
1814050,RPG
1814050,Strategy
2124420,Action
2124420,RPG
2870000,Action
2870000,Indie
2744650,Action
2744650,Adventure
2744650,Simulation
3882360,Action
3882360,Adventure
3882360,Casual
3882360,RPG
3621060,Action
3621060,Casual
3621060,Indie
3113640,Action
3113640,Indie
3113640,Early Access
2530170,Strategy
2702340,Casual
2702340,Indie
2702340,Strategy
2869990,Action
2869990,Adventure
2869990,Indie
2744640,Action
2744640,Indie
3882350,Adventure
3882350,RPG
3882350,Simulation
3882350,Strategy
3882350,Free To Play
3621050,Adventure
3621050,Casual
3621050,Indie
3621050,RPG
2289650,Casual
2289650,Indie
2289650,Simulation
2289650,Strategy
1584800,Action
1584800,Adventure
1584800,Casual
1584800,Indie
2869970,Casual
2869970,Indie
2744620,Indie
2744620,Early Access
3882340,Action
3882340,Indie
3621040,Casual
3324350,RPG
3324350,Strategy
2530150,Casual
2530150,Simulation
2530150,Early Access
2289640,Action
2289640,Adventure
2289640,Indie
2530100,Indie
2530100,Simulation
2702300,Action
2702300,Adventure
2702300,Indie
2702300,Racing
2869960,Casual
2869960,Indie
2869960,Early Access
2744550,Casual
2744550,Indie
2744550,Racing
3882310,Adventure
3882310,Indie
3882310,Massively Multiplayer
3882310,RPG
3882310,Free To Play
3324320,Action
3324320,Indie
2289630,Adventure
2289630,Indie
2289630,RPG
2289630,Strategy
1466190,Action
1466190,Casual
1466190,Indie
1466190,RPG
1847810,Indie
2124300,Action
2124300,Casual
2124300,Indie
2124300,Simulation
2530080,Simulation
2530080,Strategy
2702270,Strategy
3882300,Adventure
3882300,Indie
3882300,RPG
3113550,Strategy
1602570,Adventure
1814030,Adventure
1814030,Indie
1814030,Racing
1814030,Simulation
1814030,Early Access
2124240,Casual
2124240,Indie
2124240,Simulation
2124240,Strategy
2530060,Casual
2530060,Indie
2869900,Action
2869900,Adventure
2869900,Casual
2869900,Indie
2869900,RPG
2869900,Simulation
2869900,Early Access
2744510,Action
2744510,Adventure
4173740,Adventure
4173740,Indie
4173740,RPG
4173740,Strategy
3882280,Casual
3882280,Indie
3882280,Free To Play
3621000,Indie
3621000,Simulation
3621000,Early Access
3324280,Casual
3324280,Indie
3324280,Strategy
3113530,Indie
1986930,Action
1986930,Adventure
1986930,Indie
1986930,RPG
2124210,Action
2124210,Adventure
2124210,Indie
2530050,Casual
2530050,Early Access
2530030,Action
2530030,Indie
2530030,Simulation
2702220,Action
2702220,Adventure
2702220,Casual
2702220,Indie
2702220,Strategy
2869800,RPG
3882110,Action
3882110,Adventure
3882110,Casual
3882110,Indie
3882110,RPG
3882110,Simulation
3324250,Action
3324250,Indie
3324250,RPG
3324250,Simulation
3324250,Strategy
1548030,Adventure
1548030,Indie
1466180,Indie
1466180,RPG
1466180,Simulation
1466180,Strategy
1847750,Action
1847750,Adventure
1847750,Indie
2124120,Action
2124120,Adventure
2124120,Indie
2124120,RPG
2124120,Simulation
2124120,Early Access
2744420,Casual
2744420,Simulation
3324240,Action
3324240,Adventure
3324240,Indie
3324240,Free To Play
3324240,Early Access
1602560,Adventure
1602560,Casual
1602560,Indie
1814010,Adventure
1814010,Indie
1814010,RPG
2529930,Casual
2529930,Simulation
2702170,Adventure
2702170,Casual
2702170,Indie
2869760,Casual
2869760,Indie
2744410,Adventure
2744410,Casual
2744410,Indie
2744410,Massively Multiplayer
2744410,Simulation
2744410,Strategy
2744410,Free To Play
3620880,Action
3620880,Adventure
3620880,Indie
3620880,Free To Play
3324230,Action
3324230,Casual
3324230,Indie
3324230,Free To Play
1344120,Adventure
1344120,Casual
2124100,Action
2124100,Indie
2529910,Casual
2529910,Free To Play
2702130,Action
2702130,Simulation
2869750,Adventure
2869750,Indie
2744390,Action
2744390,Adventure
2744390,Indie
3882030,Adventure
3882030,Casual
3324150,Adventure
3324150,Indie
3324150,Early Access
2124070,Casual
2124070,Indie
2529880,Casual
2529880,Indie
2529880,Strategy
2702120,Action
2702120,Adventure
2702120,Simulation
2702120,Strategy
2869690,Adventure
2869690,Casual
2869690,Indie
2869690,Racing
2869690,RPG
2869690,Sports
2744380,Casual
2744380,Indie
3882020,Adventure
3882020,Indie
3882020,RPG
3882020,Strategy
3620830,Casual
3620830,Indie
1548020,Action
1548020,Casual
1548020,Indie
1466170,RPG
1466170,Simulation
1466170,Strategy
1466170,Early Access
2744340,Action
2744340,Adventure
2744340,Indie
2786650,Casual
2786650,Indie
2786650,Simulation
3324130,Action
3324130,Indie
3881970,Action
3881970,Indie
3881970,Strategy
2869610,Adventure
2869610,Casual
2869610,RPG
2289400,Adventure
2289400,Casual
2289400,Indie
2289400,Simulation
2124040,Casual
2124040,Indie
2002250,Action
2002250,Indie
2869600,Action
2869600,Indie
2869600,RPG
2869600,Strategy
2869600,Free To Play
2869600,Early Access
4173130,Casual
4173130,Indie
4173130,Free To Play
3324120,Action
3324120,Indie
2289390,Adventure
2289390,Indie
2289390,Simulation
2289390,Strategy
2002220,Action
2002220,Indie
2002220,RPG
1986900,Action
1986900,Adventure
1986900,Casual
1986900,Indie
2744260,Indie
2744260,Simulation
2786600,Action
2786600,Indie
4173060,Indie
4173060,Early Access
3620780,Action
3881940,Casual
3324100,Action
3324100,Indie
3324100,Simulation
3324100,Strategy
3324100,Early Access
2869590,Strategy
2869590,Early Access
2289370,Action
2289370,Adventure
2289370,Strategy
2002200,Adventure
2744230,Casual
2786550,Action
2786550,Early Access
4173040,Casual
